W0405 16:31:45.819000 29416 site-packages\torch\_inductor\utils.py:1691] [0/0] Not enough SMs to use max_autotune_gemm mode
step:        0 | loss:   5.3040 | norm:   0.8535 | time:    23.42 | tok/s: 143.946137 | lr: 0.000100
step:      490 | loss:   2.7556 | norm:   2.7905 | time:   273.45 | tok/s: 20607.764777 | lr: 0.010000
step:      500 | loss:   2.8175 | norm:   2.6587 | time:   277.45 | tok/s: 20742.872371 | lr: 0.010000
step:      510 | loss:   2.7545 | norm:   2.3601 | time:   281.56 | tok/s: 19396.468511 | lr: 0.010000
step:      520 | loss:   2.7692 | norm:   2.3527 | time:   285.66 | tok/s: 20524.488522 | lr: 0.010000
step:      530 | loss:   2.6966 | norm:   2.6660 | time:   289.67 | tok/s: 20598.536131 | lr: 0.010000
step:      540 | loss:   2.6881 | norm:   2.4897 | time:   293.70 | tok/s: 20747.105810 | lr: 0.010000
step:      550 | loss:   2.8710 | norm:   4.0068 | time:   297.71 | tok/s: 20679.316114 | lr: 0.010000
step:      560 | loss:   2.7403 | norm:   3.3612 | time:   301.81 | tok/s: 19322.904941 | lr: 0.010000
step:      570 | loss:   2.5653 | norm:   3.2562 | time:   305.91 | tok/s: 20730.782773 | lr: 0.010000
step:      580 | loss:   2.8196 | norm:   2.3736 | time:   309.92 | tok/s: 20690.261754 | lr: 0.010000
step:      590 | loss:   2.6785 | norm:   2.6631 | time:   314.04 | tok/s: 20634.670094 | lr: 0.010000
step:      600 | loss:   2.4240 | norm:   4.7066 | time:   318.06 | tok/s: 20779.213352 | lr: 0.010000
step:      610 | loss:   2.6413 | norm:   3.0458 | time:   322.13 | tok/s: 20710.727146 | lr: 0.010000
step:      620 | loss:   2.7402 | norm:   2.6084 | time:   326.12 | tok/s: 20466.941925 | lr: 0.010000
step:      630 | loss:   2.6726 | norm:   2.5137 | time:   330.12 | tok/s: 20750.939940 | lr: 0.010000
step:      640 | loss:   2.6700 | norm:   5.7219 | time:   334.25 | tok/s: 20536.093157 | lr: 0.010000
step:      650 | loss:   2.6865 | norm:   3.1523 | time:   338.24 | tok/s: 20731.595813 | lr: 0.010000
step:      660 | loss:   2.5760 | norm:   3.3244 | time:   342.29 | tok/s: 17178.005370 | lr: 0.010000
step:      670 | loss:   2.7270 | norm:   3.8873 | time:   346.43 | tok/s: 20514.868836 | lr: 0.010000
step:      680 | loss:   2.5969 | norm:   4.4640 | time:   350.43 | tok/s: 20663.037398 | lr: 0.010000
step:      690 | loss:   2.4806 | norm:   3.1887 | time:   354.44 | tok/s: 20847.584773 | lr: 0.010000
step:      700 | loss:   2.4483 | norm:   3.2856 | time:   358.43 | tok/s: 20667.748003 | lr: 0.010000
step:      710 | loss:   2.6339 | norm:   2.6138 | time:   362.42 | tok/s: 16037.943547 | lr: 0.010000
step:      720 | loss:   2.8464 | norm:   4.6109 | time:   366.60 | tok/s: 20581.336352 | lr: 0.010000
step:      730 | loss:   2.5524 | norm:   4.2174 | time:   370.60 | tok/s: 20727.643786 | lr: 0.010000
step:      740 | loss:   2.5261 | norm:   2.6758 | time:   374.73 | tok/s: 20449.084824 | lr: 0.010000
step:      750 | loss:   2.6458 | norm:   4.4645 | time:   378.74 | tok/s: 20775.192905 | lr: 0.010000
step:      760 | loss:   2.5443 | norm:   2.9149 | time:   382.72 | tok/s: 18008.182553 | lr: 0.010000
step:      770 | loss:   2.5793 | norm:   3.9043 | time:   386.79 | tok/s: 20231.449526 | lr: 0.010000
step:      780 | loss:   2.4739 | norm:   3.2869 | time:   390.79 | tok/s: 20535.872227 | lr: 0.010000
step:      790 | loss:   2.5963 | norm:   3.2097 | time:   394.92 | tok/s: 20475.552724 | lr: 0.010000
step:      800 | loss:   2.7513 | norm:   3.1245 | time:   398.93 | tok/s: 20731.270589 | lr: 0.010000
step:      810 | loss:   2.5537 | norm:   3.9960 | time:   402.91 | tok/s: 18159.866373 | lr: 0.010000
step:      820 | loss:   2.7415 | norm:   3.0752 | time:   407.07 | tok/s: 20706.533496 | lr: 0.010000
step:      830 | loss:   2.5983 | norm:   3.7012 | time:   411.06 | tok/s: 20802.424123 | lr: 0.010000
step:      840 | loss:   2.6181 | norm:   2.9379 | time:   415.08 | tok/s: 20710.602311 | lr: 0.010000
step:      850 | loss:   2.5311 | norm:   4.1339 | time:   419.07 | tok/s: 20765.901579 | lr: 0.010000
step:      860 | loss:   2.6153 | norm:   2.9277 | time:   423.06 | tok/s: 20474.686438 | lr: 0.010000
step:      870 | loss:   2.4826 | norm:   3.1523 | time:   427.22 | tok/s: 20750.777023 | lr: 0.010000
step:      880 | loss:   2.5484 | norm:   3.0726 | time:   431.22 | tok/s: 20417.187866 | lr: 0.010000
step:      890 | loss:   2.4792 | norm:   3.7550 | time:   435.34 | tok/s: 20182.642776 | lr: 0.010000
step:      900 | loss:   2.5300 | norm:   3.0716 | time:   439.35 | tok/s: 20665.100354 | lr: 0.010000
step:      910 | loss:   2.5372 | norm:   4.0789 | time:   443.34 | tok/s: 20512.994967 | lr: 0.010000
step:      920 | loss:   2.5433 | norm:   4.7292 | time:   447.41 | tok/s: 20643.546660 | lr: 0.010000
step:      930 | loss:   2.4173 | norm:   3.3950 | time:   451.41 | tok/s: 20806.732306 | lr: 0.010000
step:      940 | loss:   2.3155 | norm:   3.6086 | time:   455.52 | tok/s: 20135.675619 | lr: 0.010000
step:      950 | loss:   2.7025 | norm:   3.4339 | time:   459.53 | tok/s: 20742.183661 | lr: 0.010000
step:      960 | loss:   2.4387 | norm:   3.3165 | time:   463.52 | tok/s: 20789.749273 | lr: 0.010000
step:      970 | loss:   2.5296 | norm:   4.2611 | time:   467.70 | tok/s: 20633.381395 | lr: 0.010000
step:      980 | loss:   2.8516 | norm:   3.3144 | time:   471.70 | tok/s: 20659.422006 | lr: 0.010000
step:      990 | loss:   2.4949 | norm:   4.5476 | time:   475.71 | tok/s: 20694.473743 | lr: 0.010000
step:     1000 | loss:   2.5350 | norm:   3.2739 | time:   479.70 | tok/s: 20613.637362 | lr: 0.010000
step:     1010 | loss:   2.5058 | norm:   3.0477 | time:   483.69 | tok/s: 20745.001400 | lr: 0.010000
step:     1020 | loss:   2.3393 | norm:   4.3493 | time:   487.87 | tok/s: 20807.702523 | lr: 0.010000
step:     1030 | loss:   2.4547 | norm:   3.7619 | time:   491.86 | tok/s: 20820.285735 | lr: 0.010000
step:     1040 | loss:   2.4047 | norm:   2.8643 | time:   495.92 | tok/s: 19887.825310 | lr: 0.010000
step:     1050 | loss:   2.5088 | norm:   5.0283 | time:   499.95 | tok/s: 20763.492214 | lr: 0.010000
step:     1060 | loss:   2.5015 | norm:   3.9793 | time:   503.95 | tok/s: 20703.663822 | lr: 0.010000
step:     1070 | loss:   2.4753 | norm:   4.2086 | time:   508.19 | tok/s: 20469.660984 | lr: 0.010000
step:     1080 | loss:   2.6230 | norm:   3.0948 | time:   512.26 | tok/s: 20226.614193 | lr: 0.010000
step:     1090 | loss:   2.3326 | norm:   4.2612 | time:   516.36 | tok/s: 20555.344531 | lr: 0.010000
step:     1100 | loss:   2.4719 | norm:   3.1022 | time:   520.36 | tok/s: 20531.430099 | lr: 0.010000
step:     1110 | loss:   2.4115 | norm:   3.5793 | time:   524.40 | tok/s: 20602.154949 | lr: 0.010000
step:     1120 | loss:   2.6481 | norm:   5.0284 | time:   528.65 | tok/s: 20529.945728 | lr: 0.010000
step:     1130 | loss:   2.7934 | norm:   5.4479 | time:   532.66 | tok/s: 20770.244867 | lr: 0.010000
step:     1140 | loss:   2.5010 | norm:   3.7429 | time:   536.74 | tok/s: 20100.467046 | lr: 0.010000
step:     1150 | loss:   2.5333 | norm:   4.5337 | time:   540.78 | tok/s: 20421.568555 | lr: 0.010000
step:     1160 | loss:   2.4748 | norm:   3.9441 | time:   544.82 | tok/s: 20510.411303 | lr: 0.010000
step:     1170 | loss:   2.5328 | norm:   4.4434 | time:   548.96 | tok/s: 20422.284691 | lr: 0.010000
step:     1180 | loss:   2.4358 | norm:   3.6275 | time:   553.00 | tok/s: 19146.075397 | lr: 0.010000
step:     1190 | loss:   2.4866 | norm:   3.0051 | time:   557.25 | tok/s: 19714.209697 | lr: 0.010000
step:     1200 | loss:   2.4538 | norm:   3.7086 | time:   561.41 | tok/s: 20721.231203 | lr: 0.010000
step:     1210 | loss:   2.3830 | norm:   4.3314 | time:   565.57 | tok/s: 18259.838183 | lr: 0.010000
step:     1220 | loss:   2.3971 | norm:   3.8504 | time:   569.95 | tok/s: 20747.732205 | lr: 0.010000
step:     1230 | loss:   2.2633 | norm:   4.5110 | time:   574.20 | tok/s: 20601.623780 | lr: 0.010000
step:     1240 | loss:   2.5060 | norm:   6.1538 | time:   578.26 | tok/s: 20574.804516 | lr: 0.010000
step:     1250 | loss:   2.3666 | norm:   3.2304 | time:   582.30 | tok/s: 19982.610093 | lr: 0.010000
step:     1260 | loss:   2.5989 | norm:   3.2959 | time:   586.44 | tok/s: 16434.687580 | lr: 0.010000
step:     1270 | loss:   2.5385 | norm:   3.4883 | time:   590.66 | tok/s: 19708.544412 | lr: 0.010000
step:     1280 | loss:   2.3364 | norm:   4.9928 | time:   594.67 | tok/s: 20759.691072 | lr: 0.010000
step:     1290 | loss:   2.4583 | norm:   4.7444 | time:   598.75 | tok/s: 20479.812013 | lr: 0.010000
step:     1300 | loss:   2.2847 | norm:   4.5293 | time:   602.76 | tok/s: 20758.010483 | lr: 0.010000
step:     1310 | loss:   2.4513 | norm:   4.4301 | time:   606.76 | tok/s: 16430.121657 | lr: 0.010000
step:     1320 | loss:   2.5906 | norm:   3.8594 | time:   610.86 | tok/s: 20640.868009 | lr: 0.010000
step:     1330 | loss:   2.4777 | norm:   4.2467 | time:   614.88 | tok/s: 20650.891714 | lr: 0.010000
step:     1340 | loss:   2.2575 | norm:   3.2963 | time:   618.96 | tok/s: 20466.954116 | lr: 0.010000
step:     1350 | loss:   2.2909 | norm:   4.7585 | time:   622.99 | tok/s: 20715.721802 | lr: 0.010000
step:     1360 | loss:   2.4534 | norm:   3.4254 | time:   626.99 | tok/s: 15961.933735 | lr: 0.010000
step:     1370 | loss:   2.3089 | norm:   3.9412 | time:   631.22 | tok/s: 20747.819903 | lr: 0.010000
step:     1380 | loss:   2.6036 | norm:   3.7009 | time:   635.22 | tok/s: 20751.904961 | lr: 0.010000
step:     1390 | loss:   2.3830 | norm:   4.1345 | time:   639.23 | tok/s: 20667.201015 | lr: 0.010000
step:     1400 | loss:   2.3112 | norm:   3.4709 | time:   643.23 | tok/s: 20598.820156 | lr: 0.010000
step:     1410 | loss:   2.3604 | norm:   4.9546 | time:   647.25 | tok/s: 16805.279504 | lr: 0.010000
step:     1420 | loss:   2.3671 | norm:   3.8408 | time:   651.48 | tok/s: 20581.767846 | lr: 0.010000
step:     1430 | loss:   2.5667 | norm:   6.4932 | time:   655.49 | tok/s: 20814.698323 | lr: 0.010000
step:     1440 | loss:   2.3435 | norm:   3.7524 | time:   659.57 | tok/s: 20620.330005 | lr: 0.010000
step:     1450 | loss:   2.3063 | norm:   4.2586 | time:   663.57 | tok/s: 20734.948713 | lr: 0.010000
step:     1460 | loss:   2.5921 | norm:   4.0914 | time:   667.56 | tok/s: 17651.635623 | lr: 0.010000
step:     1470 | loss:   2.3153 | norm:   4.1923 | time:   671.65 | tok/s: 20687.832540 | lr: 0.010000
step:     1480 | loss:   2.4058 | norm:   3.5963 | time:   675.65 | tok/s: 20683.735314 | lr: 0.010000
step:     1490 | loss:   2.2053 | norm:   5.1137 | time:   679.77 | tok/s: 20448.500671 | lr: 0.010000
step:     1500 | loss:   2.6570 | norm:   6.8212 | time:   683.78 | tok/s: 20677.474301 | lr: 0.010000
step:     1510 | loss:   2.3910 | norm:   3.6422 | time:   687.80 | tok/s: 19220.672095 | lr: 0.010000
step:     1520 | loss:   2.4358 | norm:   3.0648 | time:   692.01 | tok/s: 20700.508099 | lr: 0.010000
step:     1530 | loss:   2.4693 | norm:   4.4947 | time:   696.01 | tok/s: 20693.389428 | lr: 0.010000
step:     1540 | loss:   2.3846 | norm:   4.0617 | time:   700.01 | tok/s: 20692.417381 | lr: 0.010000
step:     1550 | loss:   2.1603 | norm:   5.0594 | time:   704.02 | tok/s: 20686.337923 | lr: 0.010000
step:     1560 | loss:   2.4408 | norm:   3.1403 | time:   708.03 | tok/s: 20220.603026 | lr: 0.010000
step:     1570 | loss:   2.3038 | norm:   3.3525 | time:   712.26 | tok/s: 20713.086821 | lr: 0.010000
step:     1580 | loss:   2.3463 | norm:   7.3818 | time:   716.26 | tok/s: 20678.220942 | lr: 0.010000
step:     1590 | loss:   2.5038 | norm:   3.3611 | time:   720.40 | tok/s: 19956.983178 | lr: 0.010000
step:     1600 | loss:   2.2592 | norm:   3.6752 | time:   724.45 | tok/s: 20560.227605 | lr: 0.010000
step:     1610 | loss:   2.3763 | norm:   4.2693 | time:   728.44 | tok/s: 19935.446241 | lr: 0.010000
step:     1620 | loss:   2.3788 | norm:   3.5725 | time:   732.50 | tok/s: 20714.797609 | lr: 0.010000
step:     1630 | loss:   2.1834 | norm:   3.8730 | time:   736.49 | tok/s: 20666.417879 | lr: 0.010000
step:     1640 | loss:   2.4062 | norm:   4.7688 | time:   740.60 | tok/s: 20364.741683 | lr: 0.010000
step:     1650 | loss:   2.4381 | norm:   3.9272 | time:   744.61 | tok/s: 20661.919100 | lr: 0.010000
step:     1660 | loss:   2.4171 | norm:   4.8353 | time:   748.60 | tok/s: 20488.116008 | lr: 0.010000
step:     1670 | loss:   2.5649 | norm:   3.4891 | time:   752.76 | tok/s: 20827.327873 | lr: 0.010000
step:     1680 | loss:   2.4876 | norm:   3.9093 | time:   756.75 | tok/s: 20589.291071 | lr: 0.010000
step:     1690 | loss:   2.4105 | norm:   3.7262 | time:   760.75 | tok/s: 20616.012072 | lr: 0.010000
step:     1700 | loss:   2.4043 | norm:   3.8710 | time:   764.75 | tok/s: 20751.491370 | lr: 0.010000
step:     1710 | loss:   2.3269 | norm:   4.4676 | time:   768.75 | tok/s: 20723.493279 | lr: 0.010000
step:     1720 | loss:   2.1370 | norm:   3.5534 | time:   772.97 | tok/s: 20703.314525 | lr: 0.010000
step:     1730 | loss:   2.5254 | norm:   4.6276 | time:   776.96 | tok/s: 20861.520807 | lr: 0.010000
step:     1740 | loss:   2.3320 | norm:   4.1645 | time:   781.03 | tok/s: 19864.863765 | lr: 0.010000
step:     1750 | loss:   2.3441 | norm:   7.1084 | time:   785.06 | tok/s: 20737.739453 | lr: 0.010000
step:     1760 | loss:   2.3162 | norm:   4.2612 | time:   789.05 | tok/s: 20718.319975 | lr: 0.010000
step:     1770 | loss:   2.4660 | norm:   4.1400 | time:   793.24 | tok/s: 20725.068276 | lr: 0.010000
step:     1780 | loss:   2.3279 | norm:   4.2749 | time:   797.25 | tok/s: 20703.888377 | lr: 0.010000
step:     1790 | loss:   2.5726 | norm:   3.8049 | time:   801.25 | tok/s: 20724.243248 | lr: 0.010000
step:     1800 | loss:   2.2995 | norm:   3.9548 | time:   805.25 | tok/s: 20646.672632 | lr: 0.010000
step:     1810 | loss:   2.3642 | norm:   4.3589 | time:   809.27 | tok/s: 20668.767467 | lr: 0.010000
step:     1820 | loss:   2.2341 | norm:   5.8533 | time:   813.45 | tok/s: 20697.752306 | lr: 0.010000
step:     1830 | loss:   2.3129 | norm:   4.2060 | time:   817.45 | tok/s: 20840.099160 | lr: 0.010000
step:     1840 | loss:   2.3548 | norm:   3.2793 | time:   821.53 | tok/s: 19881.530616 | lr: 0.010000
step:     1850 | loss:   2.4713 | norm:   3.6015 | time:   825.57 | tok/s: 20729.969797 | lr: 0.010000
step:     1860 | loss:   2.6862 | norm:   4.9264 | time:   829.57 | tok/s: 20613.884702 | lr: 0.010000
step:     1870 | loss:   2.7234 | norm:   4.4501 | time:   833.65 | tok/s: 20704.911409 | lr: 0.010000
step:     1880 | loss:   2.5496 | norm:   4.5952 | time:   837.67 | tok/s: 20444.278723 | lr: 0.010000
step:     1890 | loss:   2.5343 | norm:   4.5097 | time:   841.77 | tok/s: 19756.593220 | lr: 0.010000
step:     1900 | loss:   2.2999 | norm:   4.2451 | time:   845.82 | tok/s: 20379.985449 | lr: 0.010000
step:     1910 | loss:   2.3695 | norm:   3.8621 | time:   849.84 | tok/s: 20749.661739 | lr: 0.010000
step:     1920 | loss:   2.1694 | norm:   3.6488 | time:   854.04 | tok/s: 20730.407545 | lr: 0.010000
step:     1930 | loss:   2.3870 | norm:   4.4071 | time:   858.04 | tok/s: 20887.632900 | lr: 0.010000
step:     1940 | loss:   2.3201 | norm:   4.0406 | time:   862.03 | tok/s: 20649.948476 | lr: 0.010000
step:     1950 | loss:   2.2819 | norm:   3.3268 | time:   866.03 | tok/s: 20719.319446 | lr: 0.010000
step:     1960 | loss:   2.3858 | norm:   4.5529 | time:   870.02 | tok/s: 20743.686360 | lr: 0.010000
step:     1970 | loss:   2.2804 | norm:   6.0683 | time:   874.22 | tok/s: 20483.779994 | lr: 0.010000
step:     1980 | loss:   2.3974 | norm:   3.9622 | time:   878.22 | tok/s: 20599.375880 | lr: 0.010000
step:     1990 | loss:   2.4078 | norm:   5.3299 | time:   882.28 | tok/s: 19486.594849 | lr: 0.010000
step:     2000 | loss:   2.5710 | norm:   4.3086 | time:   886.32 | tok/s: 20724.743257 | lr: 0.010000
step:     2010 | loss:   2.2312 | norm:   3.8766 | time:   890.32 | tok/s: 20778.949463 | lr: 0.010000
step:     2020 | loss:   2.3202 | norm:   3.4813 | time:   894.39 | tok/s: 20822.872347 | lr: 0.010000
step:     2030 | loss:   2.5382 | norm:   6.3879 | time:   898.38 | tok/s: 20823.717867 | lr: 0.010000
step:     2040 | loss:   2.5531 | norm:   4.9928 | time:   902.41 | tok/s: 19562.314570 | lr: 0.010000
step:     2050 | loss:   2.3560 | norm:   3.7722 | time:   906.48 | tok/s: 20665.100354 | lr: 0.010000
step:     2060 | loss:   2.3072 | norm:   5.0943 | time:   910.48 | tok/s: 20716.808459 | lr: 0.010000
step:     2070 | loss:   2.3014 | norm:   3.7966 | time:   914.67 | tok/s: 20563.463766 | lr: 0.010000
step:     2080 | loss:   2.3404 | norm:   3.6157 | time:   918.66 | tok/s: 20622.458706 | lr: 0.010000
step:     2090 | loss:   2.2962 | norm:   4.9156 | time:   922.65 | tok/s: 20686.487375 | lr: 0.010000
step:     2100 | loss:   2.3929 | norm:   3.9042 | time:   926.66 | tok/s: 20709.928225 | lr: 0.010000
step:     2110 | loss:   2.4484 | norm:   3.6010 | time:   930.65 | tok/s: 20692.803696 | lr: 0.010000
step:     2120 | loss:   2.5394 | norm:   4.8695 | time:   934.93 | tok/s: 20493.773906 | lr: 0.010000
step:     2130 | loss:   2.2297 | norm:   3.8319 | time:   938.93 | tok/s: 20759.891758 | lr: 0.010000
step:     2140 | loss:   2.3950 | norm:   4.3473 | time:   942.93 | tok/s: 18965.614554 | lr: 0.010000
step:     2150 | loss:   2.4583 | norm:   3.5683 | time:   947.04 | tok/s: 20826.886022 | lr: 0.010000
step:     2160 | loss:   2.4542 | norm:   6.0413 | time:   951.03 | tok/s: 20816.514218 | lr: 0.010000
step:     2170 | loss:   2.3554 | norm:   4.3399 | time:   955.14 | tok/s: 20863.218199 | lr: 0.010000
step:     2180 | loss:   2.3684 | norm:   4.8202 | time:   959.13 | tok/s: 20630.841643 | lr: 0.010000
step:     2190 | loss:   2.2051 | norm:   4.1874 | time:   963.13 | tok/s: 19174.999075 | lr: 0.010000
step:     2200 | loss:   2.3013 | norm:   5.7272 | time:   967.22 | tok/s: 20772.291612 | lr: 0.010000
step:     2210 | loss:   2.2153 | norm:   4.6185 | time:   971.22 | tok/s: 20636.578655 | lr: 0.010000
step:     2220 | loss:   2.3955 | norm:   4.0151 | time:   975.43 | tok/s: 20511.501015 | lr: 0.010000
step:     2230 | loss:   2.3247 | norm:   3.9824 | time:   979.45 | tok/s: 20607.876016 | lr: 0.010000
step:     2240 | loss:   2.4767 | norm:   5.1495 | time:   983.46 | tok/s: 20714.997427 | lr: 0.010000
step:     2250 | loss:   2.3980 | norm:   5.3005 | time:   987.44 | tok/s: 20707.444472 | lr: 0.010000
step:     2260 | loss:   2.2281 | norm:   4.8252 | time:   991.45 | tok/s: 20792.831603 | lr: 0.010000
step:     2270 | loss:   2.3696 | norm:   4.5665 | time:   995.68 | tok/s: 20589.574841 | lr: 0.010000
step:     2280 | loss:   2.3189 | norm:   3.6814 | time:   999.70 | tok/s: 20497.404916 | lr: 0.010000
step:     2290 | loss:   2.0981 | norm:   4.1984 | time:  1003.70 | tok/s: 19494.853835 | lr: 0.010000
step:     2300 | loss:   2.3229 | norm:   4.5796 | time:  1007.82 | tok/s: 20704.587022 | lr: 0.010000
step:     2310 | loss:   2.4614 | norm:   4.6480 | time:  1011.82 | tok/s: 20774.476927 | lr: 0.010000
step:     2320 | loss:   2.3734 | norm:  14.7566 | time:  1015.92 | tok/s: 20765.274086 | lr: 0.010000
step:     2330 | loss:   2.5309 | norm:   5.1880 | time:  1019.91 | tok/s: 20730.882836 | lr: 0.010000
step:     2340 | loss:   2.4305 | norm:   5.8456 | time:  1023.93 | tok/s: 19500.352648 | lr: 0.010000
step:     2350 | loss:   2.3102 | norm:   4.6273 | time:  1028.04 | tok/s: 20796.594543 | lr: 0.010000
step:     2360 | loss:   2.2200 | norm:   4.4078 | time:  1032.03 | tok/s: 20705.834720 | lr: 0.010000
step:     2370 | loss:   2.5854 | norm:   4.2487 | time:  1036.20 | tok/s: 20576.615761 | lr: 0.010000
step:     2380 | loss:   2.2049 | norm:   4.9009 | time:  1040.23 | tok/s: 20719.669284 | lr: 0.010000
step:     2390 | loss:   2.3530 | norm:   4.1049 | time:  1044.22 | tok/s: 20684.196015 | lr: 0.010000
step:     2400 | loss:   2.1625 | norm:   3.9708 | time:  1048.22 | tok/s: 20369.099892 | lr: 0.010000
step:     2410 | loss:   2.3915 | norm:   4.6505 | time:  1052.23 | tok/s: 20646.685039 | lr: 0.010000
step:     2420 | loss:   2.2405 | norm:   5.9984 | time:  1056.42 | tok/s: 20522.183878 | lr: 0.010000
