W0408 13:47:31.513000 18488 site-packages\torch\_inductor\utils.py:1691] [0/0] Not enough SMs to use max_autotune_gemm mode
step:        0 | loss:  11.3129 | norm:   1.9483 | time:    17.75 | tok/s: 1227.964220 | lr: 0.000100
step:      430 | loss:   4.2651 | norm:   2.1275 | time:   950.37 | tok/s: 32057.388731 | lr: 0.010000
step:      440 | loss:   4.2291 | norm:   2.0224 | time:   970.87 | tok/s: 32063.835484 | lr: 0.010000
step:      450 | loss:   4.3729 | norm:   1.9382 | time:   991.38 | tok/s: 32074.629501 | lr: 0.010000
step:      460 | loss:   4.2199 | norm:   2.7022 | time:  1011.89 | tok/s: 32132.310536 | lr: 0.010000
step:      470 | loss:   4.2282 | norm:   1.7411 | time:  1032.38 | tok/s: 32073.948347 | lr: 0.010000
step:      480 | loss:   4.0824 | norm:   2.1614 | time:  1052.89 | tok/s: 32084.382164 | lr: 0.010000
step:      490 | loss:   4.3340 | norm:   2.6174 | time:  1073.39 | tok/s: 32049.905672 | lr: 0.010000
step:      500 | loss:   4.1927 | norm:   1.8721 | time:  1093.89 | tok/s: 16010.213983 | lr: 0.010000
step:      510 | loss:   4.3456 | norm:   1.7234 | time:  1116.44 | tok/s: 32080.319394 | lr: 0.010000
step:      520 | loss:   4.1088 | norm:   2.3100 | time:  1136.95 | tok/s: 32075.976925 | lr: 0.010000
step:      530 | loss:   4.0864 | norm:   2.5235 | time:  1157.49 | tok/s: 32078.518624 | lr: 0.010000
step:      540 | loss:   4.1067 | norm:   1.8100 | time:  1178.00 | tok/s: 32064.792996 | lr: 0.010000
step:      550 | loss:   4.0137 | norm:   1.6708 | time:  1198.51 | tok/s: 32071.762859 | lr: 0.010000
step:      560 | loss:   4.1147 | norm:   1.9262 | time:  1219.02 | tok/s: 32095.947032 | lr: 0.010000
step:      570 | loss:   4.0624 | norm:   2.6125 | time:  1239.52 | tok/s: 32068.077396 | lr: 0.010000
step:      580 | loss:   4.1247 | norm:   1.9232 | time:  1260.02 | tok/s: 32081.577432 | lr: 0.010000
step:      590 | loss:   4.1671 | norm:   2.8922 | time:  1280.53 | tok/s: 32073.839814 | lr: 0.010000
step:      600 | loss:   4.0961 | norm:   1.5644 | time:  1301.08 | tok/s: 32063.180968 | lr: 0.010000
step:      610 | loss:   4.2547 | norm:   2.0343 | time:  1321.59 | tok/s: 32062.159976 | lr: 0.010000
step:      620 | loss:   4.0770 | norm:   3.2718 | time:  1342.10 | tok/s: 32072.705876 | lr: 0.010000
step:      630 | loss:   4.0315 | norm:   2.1703 | time:  1362.60 | tok/s: 32071.459759 | lr: 0.010000
step:      640 | loss:   4.0499 | norm:   1.6524 | time:  1383.11 | tok/s: 32081.390218 | lr: 0.010000
step:      650 | loss:   3.9644 | norm:   1.9034 | time:  1403.61 | tok/s: 32122.483671 | lr: 0.010000
step:      660 | loss:   4.0314 | norm:   2.1815 | time:  1424.12 | tok/s: 32096.104435 | lr: 0.010000
step:      670 | loss:   4.0893 | norm:   2.5059 | time:  1444.64 | tok/s: 32118.197332 | lr: 0.010000
step:      680 | loss:   4.0468 | norm:   2.1184 | time:  1465.14 | tok/s: 32065.582238 | lr: 0.010000
step:      690 | loss:   4.0977 | norm:   3.8352 | time:  1485.65 | tok/s: 32102.533027 | lr: 0.010000
step:      700 | loss:   4.1052 | norm:   1.7751 | time:  1506.20 | tok/s: 32113.777070 | lr: 0.010000
step:      710 | loss:   4.0325 | norm:   3.0141 | time:  1526.70 | tok/s: 32060.271500 | lr: 0.010000
step:      720 | loss:   4.0855 | norm:   2.0183 | time:  1547.21 | tok/s: 32085.704191 | lr: 0.010000
step:      730 | loss:   4.0129 | norm:   3.7977 | time:  1567.71 | tok/s: 32075.887093 | lr: 0.010000
step:      740 | loss:   3.8705 | norm:   1.5253 | time:  1588.25 | tok/s: 32091.090795 | lr: 0.010000
step:      750 | loss:   4.0225 | norm:   2.9455 | time:  1608.75 | tok/s: 32065.458799 | lr: 0.010000
step:      760 | loss:   3.8642 | norm:   2.0722 | time:  1629.26 | tok/s: 32090.491362 | lr: 0.010000
step:      770 | loss:   4.1996 | norm:   2.6319 | time:  1649.77 | tok/s: 32094.238189 | lr: 0.010000
step:      780 | loss:   3.9681 | norm:   3.0176 | time:  1670.27 | tok/s: 32062.410543 | lr: 0.010000
step:      790 | loss:   3.9157 | norm:   1.7192 | time:  1690.77 | tok/s: 32087.183641 | lr: 0.010000
step:      800 | loss:   3.9284 | norm:   1.9503 | time:  1711.27 | tok/s: 32097.884691 | lr: 0.010000
step:      810 | loss:   3.7718 | norm:   1.8040 | time:  1731.78 | tok/s: 32073.832329 | lr: 0.010000
step:      820 | loss:   3.9454 | norm:   2.4816 | time:  1752.29 | tok/s: 32069.319508 | lr: 0.010000
step:      830 | loss:   3.6970 | norm:   1.9319 | time:  1772.80 | tok/s: 32075.280742 | lr: 0.010000
step:      840 | loss:   3.8178 | norm:   2.2116 | time:  1793.31 | tok/s: 32066.416408 | lr: 0.010000
step:      850 | loss:   3.8228 | norm:   1.9524 | time:  1813.81 | tok/s: 32084.382164 | lr: 0.010000
step:      860 | loss:   3.8257 | norm:   2.9610 | time:  1834.32 | tok/s: 32068.848093 | lr: 0.010000
step:      870 | loss:   3.7376 | norm:   1.6659 | time:  1854.82 | tok/s: 32082.697019 | lr: 0.010000
step:      880 | loss:   3.6891 | norm:   2.1932 | time:  1875.33 | tok/s: 32045.754493 | lr: 0.010000
step:      890 | loss:   3.7626 | norm:   2.2550 | time:  1895.88 | tok/s: 32065.739343 | lr: 0.010000
step:      900 | loss:   3.7149 | norm:   1.7924 | time:  1916.39 | tok/s: 32070.700162 | lr: 0.010000
step:      910 | loss:   3.7732 | norm:   1.9833 | time:  1936.90 | tok/s: 32076.770461 | lr: 0.010000
step:      920 | loss:   3.6972 | norm:   1.9779 | time:  1957.46 | tok/s: 32060.630480 | lr: 0.010000
step:      930 | loss:   3.6953 | norm:   1.8157 | time:  1977.97 | tok/s: 32072.413984 | lr: 0.010000
step:      940 | loss:   3.8014 | norm:   1.9893 | time:  1998.47 | tok/s: 32086.048759 | lr: 0.010000
step:      950 | loss:   3.5974 | norm:   1.9438 | time:  2018.98 | tok/s: 32051.355663 | lr: 0.010000
step:      960 | loss:   3.7480 | norm:   2.0873 | time:  2039.49 | tok/s: 32082.921695 | lr: 0.010000
step:      970 | loss:   3.7166 | norm:   1.7478 | time:  2059.99 | tok/s: 32094.204463 | lr: 0.010000
step:      980 | loss:   3.7300 | norm:   2.1855 | time:  2080.50 | tok/s: 32095.650969 | lr: 0.010000
step:      990 | loss:   3.6395 | norm:   1.6234 | time:  2101.00 | tok/s: 32085.134919 | lr: 0.010000
step:     1000 | loss:   3.6369 | norm:   1.7422 | time:  2121.50 | tok/s: 15955.789851 | lr: 0.010000
step:     1010 | loss:   3.6338 | norm:   2.0521 | time:  2144.12 | tok/s: 32053.026304 | lr: 0.010000
step:     1020 | loss:   3.5330 | norm:   2.2011 | time:  2164.64 | tok/s: 32032.549614 | lr: 0.010000
step:     1030 | loss:   3.6727 | norm:   1.9267 | time:  2185.15 | tok/s: 32051.841513 | lr: 0.010000
step:     1040 | loss:   3.5692 | norm:   1.6671 | time:  2205.68 | tok/s: 32055.328859 | lr: 0.010000
step:     1050 | loss:   3.6691 | norm:   1.9680 | time:  2226.19 | tok/s: 32069.472908 | lr: 0.010000
step:     1060 | loss:   3.5177 | norm:   2.2036 | time:  2246.72 | tok/s: 32052.349804 | lr: 0.010000
step:     1070 | loss:   3.7001 | norm:   2.0640 | time:  2267.28 | tok/s: 32087.048799 | lr: 0.010000
step:     1080 | loss:   3.5413 | norm:   2.0241 | time:  2287.80 | tok/s: 32068.084878 | lr: 0.010000
step:     1090 | loss:   3.6457 | norm:   1.7858 | time:  2308.31 | tok/s: 32051.426671 | lr: 0.010000
step:     1100 | loss:   3.4399 | norm:   2.0062 | time:  2328.87 | tok/s: 32050.555910 | lr: 0.010000
step:     1110 | loss:   3.6390 | norm:   3.2685 | time:  2349.38 | tok/s: 32067.542419 | lr: 0.010000
step:     1120 | loss:   3.4883 | norm:   2.5201 | time:  2369.89 | tok/s: 32046.464340 | lr: 0.010000
step:     1130 | loss:   3.5565 | norm:   1.8357 | time:  2390.45 | tok/s: 32056.659708 | lr: 0.010000
step:     1140 | loss:   3.4940 | norm:   2.1056 | time:  2410.97 | tok/s: 32089.648446 | lr: 0.010000
step:     1150 | loss:   3.6833 | norm:   1.6837 | time:  2431.49 | tok/s: 32068.803197 | lr: 0.010000
step:     1160 | loss:   3.6774 | norm:   2.1542 | time:  2452.01 | tok/s: 32048.197991 | lr: 0.010000
step:     1170 | loss:   3.6767 | norm:   2.6675 | time:  2472.53 | tok/s: 32100.216188 | lr: 0.010000
step:     1180 | loss:   3.7535 | norm:   2.0783 | time:  2493.05 | tok/s: 32070.962088 | lr: 0.010000
step:     1190 | loss:   3.6747 | norm:   1.7990 | time:  2513.60 | tok/s: 32073.622750 | lr: 0.010000
step:     1200 | loss:   3.4984 | norm:   2.3924 | time:  2534.12 | tok/s: 32060.694051 | lr: 0.010000
step:     1210 | loss:   3.5793 | norm:   3.0270 | time:  2554.63 | tok/s: 32076.631963 | lr: 0.010000
step:     1220 | loss:   3.5693 | norm:   1.9174 | time:  2575.13 | tok/s: 32074.767981 | lr: 0.010000
step:     1230 | loss:   3.6641 | norm:   1.7876 | time:  2595.65 | tok/s: 32047.368505 | lr: 0.010000
step:     1240 | loss:   3.7416 | norm:   2.2651 | time:  2616.17 | tok/s: 32057.807467 | lr: 0.010000
step:     1250 | loss:   3.6053 | norm:   2.6009 | time:  2636.68 | tok/s: 32066.180741 | lr: 0.010000
step:     1260 | loss:   3.6262 | norm:   1.8840 | time:  2657.20 | tok/s: 32060.009749 | lr: 0.010000
step:     1270 | loss:   3.6605 | norm:   1.8762 | time:  2677.72 | tok/s: 32079.649229 | lr: 0.010000
step:     1280 | loss:   3.5867 | norm:   1.7793 | time:  2698.28 | tok/s: 32087.535733 | lr: 0.010000
step:     1290 | loss:   3.5430 | norm:   2.5765 | time:  2718.83 | tok/s: 32098.499394 | lr: 0.010000
step:     1300 | loss:   3.5470 | norm:   1.9367 | time:  2739.33 | tok/s: 32127.176685 | lr: 0.010000
step:     1310 | loss:   3.5319 | norm:   2.1992 | time:  2759.81 | tok/s: 32039.938673 | lr: 0.010000
step:     1320 | loss:   3.6255 | norm:   1.8916 | time:  2780.36 | tok/s: 32130.184690 | lr: 0.010000
step:     1330 | loss:   3.5210 | norm:   2.5630 | time:  2800.84 | tok/s: 32068.421586 | lr: 0.010000
step:     1340 | loss:   3.6360 | norm:   2.9222 | time:  2821.35 | tok/s: 32071.725439 | lr: 0.010000
step:     1350 | loss:   3.5646 | norm:   2.5833 | time:  2841.86 | tok/s: 32058.996437 | lr: 0.010000
step:     1360 | loss:   3.5196 | norm:   2.0671 | time:  2862.37 | tok/s: 32022.765012 | lr: 0.010000
step:     1370 | loss:   3.4946 | norm:   1.9177 | time:  2882.89 | tok/s: 32073.570356 | lr: 0.010000
step:     1380 | loss:   3.6871 | norm:   2.3485 | time:  2903.41 | tok/s: 32059.774176 | lr: 0.010000
step:     1390 | loss:   3.5836 | norm:   1.9909 | time:  2923.94 | tok/s: 32084.801606 | lr: 0.010000
step:     1400 | loss:   3.5155 | norm:   2.1918 | time:  2944.50 | tok/s: 32053.295416 | lr: 0.010000
step:     1410 | loss:   3.6457 | norm:   3.2158 | time:  2965.06 | tok/s: 32072.406499 | lr: 0.010000
step:     1420 | loss:   3.4156 | norm:   1.9064 | time:  2985.57 | tok/s: 32073.611523 | lr: 0.010000
step:     1430 | loss:   3.4333 | norm:   2.2626 | time:  3006.09 | tok/s: 32055.212976 | lr: 0.010000
step:     1440 | loss:   3.4842 | norm:   1.7555 | time:  3026.62 | tok/s: 32065.455059 | lr: 0.010000
step:     1450 | loss:   3.4279 | norm:   1.9784 | time:  3047.13 | tok/s: 32083.681871 | lr: 0.010000
step:     1460 | loss:   4.1684 | norm:   3.2984 | time:  3067.70 | tok/s: 32065.597200 | lr: 0.010000
step:     1470 | loss:   3.5171 | norm:   2.4326 | time:  3088.22 | tok/s: 32096.921454 | lr: 0.010000
step:     1480 | loss:   3.5729 | norm:   2.1191 | time:  3108.73 | tok/s: 32091.057077 | lr: 0.010000
step:     1490 | loss:   3.3765 | norm:   1.8671 | time:  3129.24 | tok/s: 32055.377456 | lr: 0.010000
step:     1500 | loss:   3.6376 | norm:   2.0733 | time:  3149.80 | tok/s: 32076.980081 | lr: 0.010000
step:     1510 | loss:   3.4338 | norm:   1.9006 | time:  3172.10 | tok/s: 32091.686505 | lr: 0.010000
step:     1520 | loss:   3.5071 | norm:   2.4366 | time:  3192.61 | tok/s: 32090.693668 | lr: 0.010000
step:     1530 | loss:   3.4220 | norm:   1.8085 | time:  3213.12 | tok/s: 32087.502022 | lr: 0.010000
step:     1540 | loss:   3.4296 | norm:   2.0869 | time:  3233.63 | tok/s: 32061.830879 | lr: 0.010000
step:     1550 | loss:   3.3931 | norm:   2.3264 | time:  3254.14 | tok/s: 32047.659942 | lr: 0.010000
step:     1560 | loss:   3.4013 | norm:   1.8401 | time:  3274.66 | tok/s: 32079.982436 | lr: 0.010000
step:     1570 | loss:   3.4073 | norm:   2.0007 | time:  3295.17 | tok/s: 32109.699351 | lr: 0.010000
step:     1580 | loss:   3.4838 | norm:   4.0925 | time:  3315.68 | tok/s: 32038.545730 | lr: 0.010000
step:     1590 | loss:   3.3892 | norm:   1.7948 | time:  3336.20 | tok/s: 32079.020273 | lr: 0.010000
step:     1600 | loss:   3.3286 | norm:   2.0041 | time:  3356.72 | tok/s: 32057.919630 | lr: 0.010000
step:     1610 | loss:   3.3590 | norm:   1.8044 | time:  3377.23 | tok/s: 32026.596789 | lr: 0.010000
step:     1620 | loss:   3.3414 | norm:   1.5832 | time:  3397.76 | tok/s: 32065.963781 | lr: 0.010000
step:     1630 | loss:   3.4012 | norm:   1.8189 | time:  3418.28 | tok/s: 32058.196303 | lr: 0.010000
step:     1640 | loss:   3.4734 | norm:   1.8308 | time:  3438.79 | tok/s: 32070.430756 | lr: 0.010000
step:     1650 | loss:   3.4608 | norm:   2.0824 | time:  3459.34 | tok/s: 32070.928411 | lr: 0.010000
step:     1660 | loss:   3.5812 | norm:   3.7919 | time:  3479.85 | tok/s: 32065.182001 | lr: 0.010000
step:     1670 | loss:   3.4921 | norm:   2.2783 | time:  3500.37 | tok/s: 32079.132585 | lr: 0.010000
step:     1680 | loss:   3.4205 | norm:   1.8468 | time:  3520.92 | tok/s: 32092.492058 | lr: 0.010000
step:     1690 | loss:   3.4723 | norm:   2.2601 | time:  3541.43 | tok/s: 32053.478565 | lr: 0.010000
step:     1700 | loss:   3.3476 | norm:   1.9239 | time:  3561.94 | tok/s: 32092.177326 | lr: 0.010000
step:     1710 | loss:   3.4097 | norm:   2.1276 | time:  3582.49 | tok/s: 32092.151098 | lr: 0.010000
step:     1720 | loss:   3.5233 | norm:   2.3151 | time:  3603.00 | tok/s: 32057.007392 | lr: 0.010000
step:     1730 | loss:   3.5291 | norm:   2.1184 | time:  3623.52 | tok/s: 32074.423655 | lr: 0.010000
step:     1740 | loss:   3.5256 | norm:   1.9347 | time:  3644.02 | tok/s: 32062.836890 | lr: 0.010000
step:     1750 | loss:   3.5903 | norm:   1.9478 | time:  3664.54 | tok/s: 32076.684368 | lr: 0.010000
step:     1760 | loss:   3.4852 | norm:   2.0969 | time:  3685.05 | tok/s: 32074.169157 | lr: 0.010000
step:     1770 | loss:   3.4404 | norm:   1.8370 | time:  3705.58 | tok/s: 32079.057711 | lr: 0.010000
step:     1780 | loss:   3.5341 | norm:   1.8180 | time:  3726.09 | tok/s: 32087.224843 | lr: 0.010000
step:     1790 | loss:   3.4992 | norm:   2.1310 | time:  3746.59 | tok/s: 32071.362469 | lr: 0.010000
step:     1800 | loss:   3.4971 | norm:   1.7565 | time:  3767.11 | tok/s: 32074.382486 | lr: 0.010000
step:     1810 | loss:   3.9544 | norm:   2.3223 | time:  3787.63 | tok/s: 32072.200681 | lr: 0.010000
step:     1820 | loss:   3.3748 | norm:   2.0300 | time:  3808.15 | tok/s: 32067.733213 | lr: 0.010000
step:     1830 | loss:   3.4229 | norm:   2.1041 | time:  3828.73 | tok/s: 32086.479481 | lr: 0.010000
step:     1840 | loss:   3.3523 | norm:   1.8767 | time:  3849.24 | tok/s: 32076.699340 | lr: 0.010000
step:     1850 | loss:   3.4068 | norm:   1.8949 | time:  3869.75 | tok/s: 32072.840597 | lr: 0.010000
step:     1860 | loss:   3.4583 | norm:   2.1173 | time:  3890.26 | tok/s: 32041.417641 | lr: 0.010000
step:     1870 | loss:   3.5094 | norm:   1.8819 | time:  3910.78 | tok/s: 32061.213841 | lr: 0.010000
step:     1880 | loss:   3.4216 | norm:   2.6925 | time:  3931.29 | tok/s: 32083.460930 | lr: 0.010000
step:     1890 | loss:   3.4476 | norm:   2.3411 | time:  3951.80 | tok/s: 32070.902218 | lr: 0.010000
step:     1900 | loss:   3.4586 | norm:   2.0866 | time:  3972.32 | tok/s: 32051.961110 | lr: 0.010000
step:     1910 | loss:   3.3695 | norm:   1.7974 | time:  3992.83 | tok/s: 32101.584507 | lr: 0.010000
step:     1920 | loss:   3.4051 | norm:   1.9862 | time:  4013.33 | tok/s: 32077.335692 | lr: 0.010000
step:     1930 | loss:   3.4105 | norm:   2.1335 | time:  4033.85 | tok/s: 32089.187671 | lr: 0.010000
step:     1940 | loss:   3.4585 | norm:   2.4572 | time:  4054.35 | tok/s: 32064.336674 | lr: 0.010000
step:     1950 | loss:   3.3219 | norm:   1.7409 | time:  4074.87 | tok/s: 32101.543269 | lr: 0.010000
step:     1960 | loss:   3.3927 | norm:   1.6137 | time:  4095.37 | tok/s: 32031.683611 | lr: 0.010000
step:     1970 | loss:   3.4092 | norm:   2.3387 | time:  4115.88 | tok/s: 32052.312429 | lr: 0.010000
step:     1980 | loss:   3.4715 | norm:   1.9525 | time:  4136.39 | tok/s: 32088.910463 | lr: 0.010000
step:     1990 | loss:   3.4302 | norm:   2.3944 | time:  4156.90 | tok/s: 32085.921418 | lr: 0.010000
step:     2000 | loss:   3.3141 | norm:   1.8791 | time:  4177.42 | tok/s: 32080.072291 | lr: 0.010000
step:     2010 | loss:   3.3183 | norm:   2.0580 | time:  4199.95 | tok/s: 32083.078970 | lr: 0.010000
step:     2020 | loss:   3.3432 | norm:   2.2161 | time:  4220.46 | tok/s: 32084.348460 | lr: 0.010000
step:     2030 | loss:   3.3374 | norm:   1.9420 | time:  4240.98 | tok/s: 32073.353296 | lr: 0.010000
step:     2040 | loss:   3.3744 | norm:   1.9572 | time:  4261.52 | tok/s: 32070.688936 | lr: 0.010000
step:     2050 | loss:   3.7209 | norm:   2.7691 | time:  4282.09 | tok/s: 32057.672872 | lr: 0.010000
step:     2060 | loss:   3.5033 | norm:   1.9414 | time:  4302.62 | tok/s: 32097.191304 | lr: 0.010000
step:     2070 | loss:   3.3066 | norm:   3.4154 | time:  4323.13 | tok/s: 32080.514084 | lr: 0.010000
step:     2080 | loss:   3.3703 | norm:   2.2643 | time:  4343.65 | tok/s: 32047.854235 | lr: 0.010000
step:     2090 | loss:   3.3676 | norm:   2.3550 | time:  4364.17 | tok/s: 32049.569353 | lr: 0.010000
step:     2100 | loss:   3.3248 | norm:   2.5567 | time:  4384.69 | tok/s: 32052.850635 | lr: 0.010000
step:     2110 | loss:   3.3311 | norm:   2.0828 | time:  4405.21 | tok/s: 32056.360631 | lr: 0.010000
step:     2120 | loss:   3.3975 | norm:   2.1660 | time:  4425.76 | tok/s: 32034.229495 | lr: 0.010000
step:     2130 | loss:   3.3268 | norm:   2.2286 | time:  4446.28 | tok/s: 32099.968778 | lr: 0.010000
step:     2140 | loss:   3.3199 | norm:   1.7846 | time:  4466.84 | tok/s: 32062.552658 | lr: 0.010000
step:     2150 | loss:   3.2300 | norm:   2.7583 | time:  4487.37 | tok/s: 32053.246826 | lr: 0.010000
step:     2160 | loss:   3.3840 | norm:   1.7310 | time:  4507.88 | tok/s: 32082.060455 | lr: 0.010000
step:     2170 | loss:   3.2811 | norm:   1.9663 | time:  4528.44 | tok/s: 32075.333142 | lr: 0.010000
step:     2180 | loss:   3.2510 | norm:   1.8711 | time:  4548.95 | tok/s: 32036.801921 | lr: 0.010000
step:     2190 | loss:   3.3164 | norm:   2.5651 | time:  4569.51 | tok/s: 32057.392470 | lr: 0.010000
step:     2200 | loss:   3.2601 | norm:   1.8184 | time:  4590.04 | tok/s: 32088.475931 | lr: 0.010000
step:     2210 | loss:   3.3451 | norm:   1.8690 | time:  4610.55 | tok/s: 32072.316688 | lr: 0.010000
step:     2220 | loss:   3.3691 | norm:   1.6518 | time:  4631.11 | tok/s: 32053.568271 | lr: 0.010000
step:     2230 | loss:   3.1778 | norm:   1.9096 | time:  4651.63 | tok/s: 31587.780343 | lr: 0.010000
step:     2240 | loss:   3.2696 | norm:   1.8784 | time:  4672.26 | tok/s: 31894.896760 | lr: 0.010000
step:     2250 | loss:   3.2124 | norm:   1.9015 | time:  4692.92 | tok/s: 31931.814804 | lr: 0.010000
step:     2260 | loss:   3.1940 | norm:   2.2387 | time:  4713.44 | tok/s: 32083.168842 | lr: 0.010000
step:     2270 | loss:   3.3770 | norm:   1.8256 | time:  4733.96 | tok/s: 32073.705084 | lr: 0.010000
step:     2280 | loss:   3.3372 | norm:   2.2014 | time:  4754.48 | tok/s: 32071.306340 | lr: 0.010000
step:     2290 | loss:   3.3485 | norm:   1.7727 | time:  4775.00 | tok/s: 32044.753290 | lr: 0.010000
step:     2300 | loss:   3.3494 | norm:   1.8887 | time:  4795.53 | tok/s: 32055.553152 | lr: 0.010000
step:     2310 | loss:   3.4530 | norm:   2.5497 | time:  4816.05 | tok/s: 32058.824442 | lr: 0.010000
step:     2320 | loss:   3.3774 | norm:   2.5991 | time:  4836.57 | tok/s: 32087.370923 | lr: 0.010000
step:     2330 | loss:   3.4301 | norm:   2.3205 | time:  4857.09 | tok/s: 32064.796736 | lr: 0.010000
step:     2340 | loss:   3.5141 | norm:   2.4510 | time:  4877.60 | tok/s: 32055.493340 | lr: 0.010000
step:     2350 | loss:   3.4017 | norm:   2.3169 | time:  4898.12 | tok/s: 32076.957621 | lr: 0.010000
step:     2360 | loss:   3.5024 | norm:   1.9936 | time:  4918.64 | tok/s: 32069.596378 | lr: 0.010000
step:     2370 | loss:   3.2715 | norm:   1.8737 | time:  4939.16 | tok/s: 32055.657823 | lr: 0.010000
step:     2380 | loss:   3.4841 | norm:   1.9831 | time:  4959.68 | tok/s: 32048.291405 | lr: 0.010000
step:     2390 | loss:   3.3164 | norm:   2.1251 | time:  4980.20 | tok/s: 32060.211671 | lr: 0.010000
